Work、、、Absolute Antibody、、、2018 - Present、、、Kerafast、、、2014 - Present、、、IdeaPaint、、、2013 - 2014、、、SharkNinja、、、2009 - 2013、、、Synacor Inc.、、、2008 - 2009、、、clevermethod、、、2006 - 2008、、、Digital Bungalow、、、2005 - 2006,Education、、、UMass Dartmouth、、、College、、、Bishop Fenwick High School、、、High school,,"Beverly, Massachusetts",Male
"Work、、、Endless Light Music、、、Musician/Worship Leader、、、January 2017 - August 2018、、、Austin, Texas、、、Crossway Austin、、、Music Director、、、November 2016 - February 2020、、、Austin, Texas、、、Rice University Office of STEM Engagement、、、Reseach Intern、、、June 2015 - August 2015、、、Houston, Texas、、、NSF Research 、、、RCCG、、、Music Director、、、November 2013 - June 2015、、、Houston, Texas、、、RCCG New Life Choir、、、CHRISTIAN PENTECOSTAL MISSION INTERNATIONAL、、、Musician、、、Oshodi, Lagos, Nigeria",Education、、、The University of Texas at Austin、、、Biochemistry、、、 · 、、、Health Professions、、、Class of 2018、、、The University of Texas at Austin、、、Neurosciences、、、Class of 2018、、、Houston Community College District、、、Associate of science、、、Class of 2015、、、Loral International Secondary、、、High school、、、Class of 2010,March 31,"Houston, Texas",Male
Work、、、U.S. Marine Corps、、、5812 Military Working Dog Handler、、、July 2010 - Present、、、Lance Corporal,Education、、、Brazoswood High School、、、High school、、、Class of 2010,,"Richwood, Texas",Male
Work、、、US Army Retired,Education、、、Honolulu Community College、、、College、、、Portage Northern High School、、、High school,,"Portage, Michigan",Male
"Work、、、Charles Schwab、、、Financial Consultant、、、Atlanta, Georgia",Education、、、University of Georgia、、、College、、、University of Awesomeness、、、College,,"Atlanta, Georgia",Male
"Work、、、Lone Star Dive Center, Okinawa, Japan",Education、、、La Marque High School、、、High school、、、Class of 1969,,"La Marque, Texas",Male
"Work、、、Giant Food、、、Category Manager、、、January 1, 2018 - Present","Education、、、University of Baltimore's Merrick School of Business、、、Bachelor of Business Management、、、Class of 2008、、、B.S. in Business Management、、、Anne Arundel Community College、、、College、、、August 31, 2001 - May 20, 2004、、、Associate of Applied Sciences in Businesss Management、、、Old Mill High、、、High school、、、August 30, 1997 - May 25, 2001",,"Millersville, Maryland",Male
"Work、、、trugreen Franklin ma、、、Specialist、、、August 18, 2018 - Present、、、Franklin, Massachusetts","Education、、、The Tradesman、、、College、、、Milford High School (Massachusetts)、、、High school、、、September 5, 1975 - June 6, 1980、、、Luckily",,"Milford, Massachusetts",Male
"Work、、、State Farm、、、December 12, 2020 - Present、、、State Farm、、、Agent、、、May 1, 2020 - Present、、、Mount Vernon, Ohio、、、Joe's Crab Shack、、、Paint It Red、、、 、、、with 、、、Gabriel Seibert、、、 ",Education、、、Kent State University、、、College、、、Buckeye Valley、、、High school、、、Class of 1996,,"Delaware, Ohio",Male
"Work、、、Signarama Ithaca、、、Graphic Art Designer、、、August 14, 2018 - Present、、、Ithaca, New York、、、Signarama Ithaca、、、August 14, 2017 - Present、、、Graphic Designer、、、Vital Signs、、、Graphic designer、、、October 2014 - June 2018、、、Jacksonville, North Carolina、、、Kixx Outfitters、、、2013 - September 2014",Education、、、SUNY College at Oneonta、、、Computer Art、、、Center Moriches High School、、、High school,,"East Moriches, New York",Male
"Work、、、Pinkerton Security,、、、Secure AT&T Professional,n Personal Services、、、November 28, 1983 - Present、、、Lisle, Illinois、、、Professional, n Private Personal Guard",Education、、、Moraine Valley Community College Theater Department、、、Received my Security license,,"Chicago, Illinois",Male
Work、、、Turner Industries Group、、、Pipefitter,Education、、、Cyril High School、、、High school,,"Cyril, Oklahoma",Male
Work、、、Continental Telephone Company、、、Special Projects Coordinator、、、October 1969 - Present、、、Park Outdoor Advertising、、、Executive VP & COO,"Education、、、Ithaca College, Ithaca, NY、、、College、、、September 1952 - 1956、、、Albany High School, Albany, New York、、、High school、、、September 1947 - 1950",,"Ithaca, New York",Male
"Work、、、GentTech LLC、、、owner, technician, and consultant.、、、Community Residences Inc.、、、SR. Maintenance technician、、、U.S. Navy、、、Ecolab、、、Technician",Education、、、NAVY、、、College、、、US Navy、、、College、、、Hermitage Tech. Ctr.、、、High school、、、AC/R、、、J. R. Tucker High School、、、High school,,"Orlando, Florida",Male
"Work、、、Goebel's Used Cars Inc.、、、President、、、June 4, 1990 - Present",Education、、、Troy University、、、College、、、Class of 1990、、、Troy University、、、Business management、、、Class of 1990、、、Troy University、、、Business management、、、Class of 1990、、、Troy University、、、College、、、Class of 1990、、、Dunnellon High School、、、High school、、、Dunnellon High、、、High school、、、Class of 1986、、、Dunnellon High School、、、High school、、、Class of 1986,,"Dunnellon, Florida",Male
Work、、、U. S. Air Force、、、October 1984 - August 2005,Education、、、Park University、、、Computer Information Systems、、、Class of 2005、、、Community College of the Air Force、、、College、、、Class of 2005、、、Wayland Baptist University、、、Bachelor of Science in Occupational Education、、、1998 - 1999、、、University of Maryland University College、、、Associates Degree、、、1992 - 1993、、、Emporia State University、、、College、、、1980 - 1981、、、Washington High School、、、High school、、、Class of 1979,,"Kansas City, Kansas",Male
"Work、、、The Gold Nuggett、、、Founder and Managing Director、、、July 23, 2020 - Present、、、A historical sports blog in the San Francisco Bay Area.、、、LAFB Network、、、Staff writer、、、December 2017 - Present、、、San Jose, California、、、Elite Show Services, Inc.、、、SECURITY、、、Santa Clara, California","Education、、、West Valley College、、、Graduate School、、、Class of 2012、、、Azusa Pacific University、、、 、、、 、、、Business: Finance、、、Azusa Pacific University、、、Business Management、、、Class of 2016、、、Valley Christian High School、、、High school、、、Class of 2010、、、Valley Christian (San Jose, CA)、、、High school、、、Class of 2010",,"San Jose, California",Male
"Work、、、on call for a 24 hour towin service  SMITTY'S COLLISION、、、August 2009 - Present、、、Palmer Township, Pennsylvania、、、(610) 258-9100 ",Education、、、Easton Area High School、、、High school、、、Class of 1994,,"Middlesex, New Jersey",Male
Work、、、Semi-Retired,Education、、、Antonelli School of Photography、、、College、、、Class of 1982,,"New York, New York",Male
"Work、、、Weinhaus Sinz - Restaurant & Hotel、、、poissonnier、、、March 1, 2020 - Present、、、Frauenstein, Hessen, Germany、、、Villa im Tal、、、Koch、、、On March 1, 2018、、、Hausmeisterservice Owen、、、Inhaber、、、August 29, 2011 - 2014、、、Wiesbaden, Germany、、、Dienstleistunge、、、n im und ums Haus",Education、、、Louise-Schroeder-Schule、、、High school、、、Class of 2018、、、Berufschulabsch、、、luss inkl Gesellenbrief、、、IGS kastelstarße、、、High school、、、Class of 2003、、、Mathe、、、 、、、 、、、Sehr lustig :-),,"Salinas, California",Male
"Work、、、UPS、、、Delivery Truck Driver、、、2015 - Present、、、Fresno, California",Education、、、Seton Academy Home Education、、、High school,,"Clovis, California",Male
Work、、、Massport Authority,Education、、、Bunker Hill Community College、、、College、、、Winthrop Senior High School、、、High school、、、Class of 1993,,"Winthrop, Massachusetts",Male
Work、、、DAS Trees & More,Education、、、Westmoreland County Community College、、、College、、、Greater Latrobe Senior High School、、、High school,,"Youngstown, Pennsylvania",Male
"Work、、、Tekworks, Inc.、、、Estimator、、、2013 - Present、、、Poway, California、、、Victory Education Training Institute、、、Teacher",Education、、、Bakersfield College、、、Human Services、、、Class of 2001、、、East Bakersfield High、、、High school、、、Class of 1997,,"Bakersfield, California",Male
"Work、、、Licking County Highway Department、、、Shop Supervisor、、、December 10, 2021 - Present、、、Shipley Dairy Farms、、、Farm Hand、、、Newark, Ohio、、、Walker Dairy、、、Farm Hand、、、Fyda Freightliner、、、Diesel Service Technician、、、Columbus, Ohio、、、Savko & Sons、、、Heavy Equipment Mechanic、、、August 12, 2019 - 2021、、、b.carr farms、、、Ag mechanic、、、On August 27, 2018、、、Pataskala, Ohio、、、Nuway Incorporated、、、Heavy Equipment Mechanic、、、October 2016 - 2021、、、Johnstown, Ohio","Education、、、Lincoln Tech (7225 Winton Dr, Building 128, Indianapolis)、、、College、、、Master Certified Automotive/、、、Diesel Technician、、、Utica High School、、、High school、、、Class of 2012、、、C-TEC、、、High school",,"Utica, Ohio",Male
,Education、、、Richland Community College、、、Law Enforcement/Criminal Justice、、、Class of 2006、、、Associates Degree in Criminal Justice and Law Enforcement、、、Decatur Christian High School、、、High school,"April 4, 1986","Forsyth, Illinois",Male
"Work、、、Official El Paso Independent School District、、、January 29, 2020 - Present、、、United States Army、、、68W、、、February 2009 - May 2013、、、COMBAT MEDIC、、、Ft. Bliss、、、 、、、 、、、Oct 2009 to present、、、U.S. Army",Education、、、University of Phoenix、、、College、、、Class of 2018,,"New Bern, North Carolina",Male
"Work、、、Palmetto Coast Capital LLC、、、President、、、May 5, 2011 - Present、、、Palmetto Coast Capital、、、Founding Partner",Education、、、Clemson University、、、Graduate School、、、MBA、、、University of Pittsburgh、、、College、、、Wilson High School、、、High school、、、Class of 1995,,"Wyomissing, Pennsylvania",Male
"Work、、、STAGgerIN Sports Grill、、、Cook、、、Starkville, Mississippi、、、Mississippi State University","Education、、、Mississippi State University、、、Aerospace engineering、、、July 31, 2011 - Present、、、Kosciusko Senior High School、、、High school、、、Class of 2011",,"Kosciusko, Mississippi",Male
,,December 5,"Barnwell, South Carolina",Female
Work、、、Shell、、、Production Operator、、、Worked at Shell Offshore,Education、、、Missisippi College、、、Liberal arts、、、Florence High School、、、High school、、、Class of 1968、、、 and Florence High School、、、Brandon High School、、、High school、、、December 1967 - Present,"August 8, 1952","Star, Mississippi",Male
Work、、、Retired,Education、、、Stanford University、、、Physics、、、Class of 1975、、、1975、、、 、、、 、、、McLane High School、、、High school、、、Class of 1971,,"Fresno, California",Male
Work、、、www.blueleaf-book-scanning.com、、、Founder、、、2008 - 2011、、、St. Louis,"Education、、、Kenrick–Glennon Seminary、、、Philosophy degree、、、Philosophy and Theology、、、August 27, 2012 - December 21, 2015、、、Georgia Tech、、、BA Mechanical Engineering、、、Class of 2004、、、Weston High School、、、High school、、、Class of 1998",,"Weston, Connecticut",Male
Work、、、MAsonite,Education、、、The University of Southern Mississippi、、、College、、、1990 - 1992、、、Jones County Junior College、、、College、、、Class of 1990、、、SOUTH JONES CLASS OF 1985、、、High school、、、Class of 1985,"July 6, 1966","Ellisville, Mississippi",Male
"Work、、、Sony Electronics、、、Hardcoregamer、、、June 24, 2012 to August 31, 2013、、、Ps4 Ps5 - gamertag: dgri094",Education、、、Professor Xavier's school for gifted youngsters.、、、College、、、2012 - Present,,"Milwaukee, Wisconsin",Male
,,August 29,"Goshen, New York",Female
"Work、、、U.S. Army、、、Infantryman、、、February 9, 2021 - Present",Education、、、Prairie View High School、、、High school、、、Class of 2019,,"Brighton, Colorado",Male
"Work、、、The Winthrop Children's Corner Preschool、、、Director、、、Winthrop, Massachusetts",Education、、、Emmanuel College、、、College、、、Winthrop Senior High School、、、High school,,"Winthrop, Massachusetts",Female
"Work、、、U.S. House Of Representatives、、、Staff Assistant/Legislative Correspondent、、、July 2021 - Present、、、Capitol Hill, Washington, D.C.、、、Congressman Josh Gottheimer、、、Intern、、、May 22, 2018 - August 2, 2018、、、Glen Rock, New Jersey",Education、、、University of South Carolina、、、Political Science - American Government、、、Class of 2020、、、Northern Valley Regional High School - Old Tappan、、、High school、、、Class of 2016、、、Class of 2016、、、 、、、 ,"August 9, 1997","Norwood, New Jersey",Male
"Work、、、NVISION Eye Centers (Nevada Eye Care West)、、、Ophthalmic Scribe/LASIK technician、、、February 2022 - Present、、、Swagel Wootton Eye Institute、、、Ophthalmic Scribe、、、November 27, 2017 - October 25, 2021、、、Chandler, Arizona",Education、、、Burrell College of Osteopathic Medicine、、、Graduate School、、、Class of 2017、、、A.T. Still University、、、Master of Science - Public Health、、、Class of 2020、、、Biola University、、、Biology、、、Class of 2011、、、Bishop Gorman High School、、、High school、、、Class of 2007,,"Las Vegas, Nevada",Female
,,July 6,"Salinas, California",Male
"Work、、、Murderers, Serial Killers and Mayhem、、、Freelancer、、、January 1, 2016 - Present、、、NCIS、、、Team leader",Education、、、The Dark Carnival、、、High school、、、Class of 2016,,"Tucson, Arizona",Male
"Work、、、World of Warcraft、、、Holy Priest、、、August 31, 2008 - Present、、、Parkersburg Omelet Shoppe、、、Server、、、July 28, 2019 - March 20, 2020、、、Gabe's Parkersburg、、、Warehouse and cashier、、、October 16, 2017 - November 15, 2018",Education、、、Nitro High School、、、High school、、、2005 - 2006,"January 14, 1990","Nitro, West Virginia",Female
"Work、、、American National Realty、、、Managing Broker/Owner、、、Saint Charles, Illinois、、、We handle all types of Real Estate from normal home sales to small commercial acquisitions.  Our specialty is Short Sales and Foreclosures, we have almost 30 yrs teaching and helping home owners get...","Education、、、Elgin Community College、、、Baseball, student senate、、、 · 、、、Business、、、Class of 1983、、、Dundee High School、、、College、、、Class of 1981、、、Dundee - Crown High School、、、High school",,"Sleepy Hollow, Illinois",Male
"Work、、、Foss Car Audio、、、Custom Installer, SPL system designer and builder.、、、1995 - 2001、、、Tacoma, Washington、、、Army National Guard of the United States、、、Infantry、、、October 1984 - 1986、、、Capitol Radio & T.V.、、、Electronics Repair Technician、、、Lacey, Washington、、、United Brotherhood of Carpenters and Joiners of America、、、Journeyman Carpenter",Education、、、Fort Benning Infantry School、、、Death and Destruction、、、In June 1984、、、University Of Hard Knocks、、、College、、、Tumwater High School、、、High school,,"Tumwater, Washington",Male
"Work、、、Self-Employed、、、March 31, 2018 - Present、、、Vallejo, California、、、we buy houses!!! let's connect to all my like minded individuals",Education、、、Diablo Valley College、、、College、、、Vallejo Senior High、、、High school,,"Vallejo, California",Male
,,September 24,"Decatur, Illinois",Female
,Education、、、California College of the Arts、、、Environmental art、、、 · 、、、Mass Communications/Journalism、、、1972 - 1975、、、Editor of College Newspaper and President of Art Students Union,February 1,"Long Beach, California",Male
Work、、、Self-Employed,Education、、、Ouachita Parish High School、、、High school,,"Monroe, Louisiana",Male
"Work、、、Prime Inc.、、、Dispatcher、、、October 19, 2015 - Present",Education、、、Olney Central College、、、Accounting/business、、、West Richland High School、、、High school,,"Noble, Illinois",Female
Work、、、CareWorks Consultants Inc.、、、Billing Analyst、、、1997 - May 2017,Education、、、Kenton High School、、、High school、、、Class of 1972,,"Kenton, Ohio",Female
Work、、、The Jackson Laboratory、、、Project Architect、、、2002 - Present、、、UMass Memorial Medical Center、、、Facilities Engineer、、、February 1992 - September 2002,Education、、、Boston Architectural、、、Architecture、、、Architecture、、、Class of 1991、、、UConn、、、Fine Arts、、、Class of 1984,,"Paxton, Massachusetts",Female
Work、、、Shell、、、April 1985 - July 2015、、、UTHSCSA,"Education、、、University of Houston、、、College、、、Robert E. Lee High School (San Antonio, Texas)、、、High school",,"San Antonio, Texas",Female
"Work、、、Vernon Poolman、、、Vernon, Connecticut",Education、、、UConn、、、College、、、Choate Rosemary Hall、、、High school,,"New York, New York",Female
Work、、、Garnet Health,Education、、、Goshen Central High School、、、High school、、、Class of 1970,,"Goshen, New York",Female
Work、、、Sackett Cook & Associates/TIB、、、Assistant Account Executive,Education、、、Brooklyn Park High School、、、High school,,"Baltimore, Maryland",Female
"Work、、、Duke Energy、、、Electrical Operations Clerk、、、Cincinnati, Ohio",Education、、、Miami University、、、College,,"Middletown, Ohio",Female
"Work、、、American Legion Auxilliary Post 215 Goochland VA、、、Member/Volunteer、、、April 2016 - Present、、、Goochland, Virginia、、、Happily Retired",Education、、、Ridley High School、、、High school、、、Class of 1971,,"Ridley, Pennsylvania",Female
"Work、、、United States Postal Service、、、Window Clerk at USPS、、、August 2007 - Present、、、Delivering to a  mail box near you!! And now selling stamps at the counter, lol",Education、、、SUNY Orange、、、AAS Business Management、、、Class of 1986、、、S. S. Seward Institute、、、High school、、、Class of 1982,,"Haverstraw, New York",Female
"Work、、、Moncrief Army Health Clinic、、、Nurse Case Manager -MSN, RN-BC、、、July 11, 2010 - Present",Education、、、University of Colorado at Colorado Springs Beth-El College of Nursing、、、Graduate School、、、Sierra High School、、、High school、、、Class of 1988,,"Colorado Springs, Colorado",Female
Work、、、H&R Block、、、Enrolled Agent/Master Tax Advisor,Education、、、Dutchess Community College、、、College、、、1989 - 1993,,"Bethel, Vermont",Female
Work、、、Partners HealthCare,"Education、、、Northeastern University、、、College、、、Lennox High School, Lennox, CA、、、High school",,"Boston, Massachusetts",Female
Work、、、MBTA、、、Transporter、、、2010 - Present,Education、、、Randolph High School、、、High school、、、Class of 1979、、、1976-1979、、、 、、、 ,,"Randolph, Massachusetts",Female
Work、、、MO Dept of Social Services、、、Social Services Supervisor,Education、、、Southeast Missouri State University、、、College、、、Portageville High、、、High school,,"Portageville, Missouri",Female
Work、、、Mat-Su Borough School District、、、Houston Middle School、、、MSAD 54,Education、、、University of Maine at Farmington、、、College、、、Class of 1992、、、Skowhegan Area High School、、、High school、、、Class of 1986,,"Smithfield, Maine",Female
"Work、、、Happily Retired、、、Director Orange County DMV、、、July 19, 2021 - Present",Education、、、Minisink Valley High School、、、High school,,"Unionville, New York",Female
"Work、、、Happily Retired、、、Director Orange County DMV、、、July 19, 2021 - Present",Education、、、Minisink Valley High School、、、High school,,"Unionville, New York",Female
Work、、、Gardendale Nursing& Rehab,Education、、、Texas Tech University、、、Nursing、、、Class of 2005、、、RN、、、Amarillo College、、、Nursing Student、、、Class of 2002、、、Nursing、、、Vernon High School、、、High school、、、Class of 1969,,"Vernon, Texas",Female
"Work、、、The Motley Peacock、、、Licensed Esthetician、、、November 16, 2021 - Present、、、Skincare, Waxing, Makeup, and more!、、、Wichita State University、、、Lead Tutor / Middle School Director's Assistant、、、June 2011 - December 5, 2015、、、Wichita, Kansas","Education、、、Tri-State Cosmetology Institute、、、Esthetics/Skin Care、、、March 1, 2021 to present、、、Wichita State University, Wichita Kansas, USA、、、Social Work、、、2012 - 2014",,"Wichita, Kansas",Female
"Work、、、Cosmos Cafe and Pizzeria、、、Waitress、、、October 2007 - Present、、、Naples, Florida、、、Cosmos Ristorante & Pizzeria",Education、、、Medford High School、、、High school、、、Class of 2001,,"Medford, Massachusetts",Female
"Work、、、Spartan Paint and Drywall、、、Owner/ operator、、、September 28, 2022 - Present、、、Abshers Professional Painting、、、Professional painter/ resurfacer、、、October 12, 2019 - Present、、、Enterprise、、、Master Detailer、、、Clayton, Missouri、、、U.S. Army、、、92 foxtrot",Education、、、Hazelwood East Highschool、、、College、、、Hazelwood East High、、、High school、、、Class of 2011,,"St. Louis, Missouri",Male
"Work、、、Cox Automotive、、、Auto Tech、、、April 18, 2022 - Present",Education、、、IUPUI、、、Motorsport Engineering、、、2016 - Present,,"Indianapolis, Indiana",Male
Work、、、Winn-Dixie、、、Bagger/Cashier/Stock Clerk、、、1992 - 1995,Education、、、Kettering University、、、MBA - Operations Management、、、Class of 2002,,"New Port Richey, Florida",Male
Work、、、Self Employed (Business)、、、Diesel Mechanic,"Education、、、All State Careers、、、Hvac/r、、、Class of 2011、、、Patterson Senior High (Baltimore, Maryland)、、、High school、、、Class of 2001",,"Baltimore, Maryland",Female
"Work、、、Purdue University、、、DRC Testing、、、January 1, 2021 to present、、、Kohl's、、、November 28, 2020 to present",Education、、、Purdue University、、、College、、、July 2021 - Present、、、Herron High School、、、High school,,"Indianapolis, Indiana",Female
Work、、、Comedian,Education、、、Regent University、、、Masters in Communication、、、Production Managment(TV/FIlm)、、、Class of 2002、、、Oral Roberts University、、、Communication (Tv prodcuction)、、、Class of 1999、、、Eisenhower High School、、、High school、、、Class of 1989,,"Rialto, California",Female
,Education、、、Bakersfield College、、、College,"June 17, 1998","Delano, California",Female
"Work、、、Independent Culture、、、Gypsy、、、2019 - Present、、、Winthrop, Maine、、、Volunteer Administrator for Blazed and Infused. ",,"January 8, 1974","Tucson, Arizona",Female
"Work、、、Southern Classic Realtors、、、Real Estate Agent、、、September 1, 2022 - Present、、、Augusta, Georgia、、、T-Mobile、、、Senior manager、、、June 2014 - Present、、、Augusta, Georgia",Education、、、Augusta University、、、College,,"Louisville, Georgia",Female
"Work、、、Kingsbury National Golf Club、、、Assistant Operations Manager、、、July 9, 2018 - Present",Education、、、Hartford Central School、、、High school、、、Class of 2014,,"Hartford, New York",Male
,,October 2,"Boston, Massachusetts",Female
Work、、、Massachusetts State Senate、、、staff director,Education、、、East Boston High School、、、High school,,"East Boston, Massachusetts",Female
"Work、、、Bankbridge Elementary、、、Deptford, New Jersey",Education、、、Rowan University、、、Teacher of the Handicapped、、、Class of 2006、、、Triton Regional High School、、、High school、、、Class of 1981,,"Glendora, New Jersey",Female
Work、、、Chambers County、、、Volunteers of America、、、Residential Counselor,Education、、、Nowata High School、、、High school、、、GED、、、 ,,"Vallejo, California",Female
"Work、、、D2 Custom Construction & Fixtures, LLC、、、Owner、、、September 2021 - Present、、、Massillon, Ohio",Education、、、Perry High School、、、High school,,"Massillon, Ohio",Male
"Work、、、Solar Cannabis Co.、、、Graphic Designer、、、March 9, 2023 - Present、、、Somerset, Massachusetts、、、Hasbro、、、Packaging designer、、、February 5, 2022 - Present、、、Freelance Graphic Designer、、、August 2, 2021 - Present、、、Minuteman Press-White & Company Printing、、、Graphic Art Designer、、、May 25, 2021 - Present、、、UMassD SAIL Office、、、Graphic designer、、、Market Basket、、、Plymouth, Massachusetts、、、Boys & Girls Clubs of America、、、Camp Counselor、、、Plymouth, Massachusetts",Education、、、UMass Dartmouth、、、Graphic Design、、、Class of 2020、、、Plymouth South High、、、High school,,"Plymouth, Massachusetts",Male
Work、、、Philadelphia Fire Department、、、Firefighter,"Education、、、Holy Family University, Pennsylvania、、、College、、、Northeast Catholic High School、、、High school",November 8,"Philadelphia, Pennsylvania",Male
,,"December 31, 1991","Smithfield, North Carolina",Male
"Work、、、Cortese Auto Block、、、Sales Professional、、、Rochester, New York、、、Help people find the perfect vehicle for themselves and leave the dealership feeling happy about there new car.","Education、、、The College at Brockport, State University of New York、、、Buisness Admin、、、Class of 2012、、、Genesee Community College、、、College、、、2008 - 2009、、、St. John Fisher College、、、Buisness、、、2007 - Present、、、Holley Senior High School、、、High school、、、2003 - Present",,"Holley, New York",Male
Work、、、Argenta-Oreana School District、、、High School Teacher/Coach,"Education、、、Eastern Illinois University、、、MS、、、Educational Administration, MS、、、Class of 2006、、、Illinois State University、、、Social Studies Education、、、Class of 1997、、、Warrensburg - Latham High School、、、High school、、、Class of 1992",,"Decatur, Illinois",Male
"Work、、、Talbert Manufacturing, Inc.、、、Area Sales Manager – Great Lakes、、、2015 - Present、、、Rensselaer, Indiana、、、The Talbert name says it all, with 78 years of experience we are among the elite in our industry and offer a wide array of heavy haul solutions that best fit our customer needs. 、、、Talbert Manufacturing、、、Mechanical Design Engineer、、、August 2011 - Present、、、Rensselaer, Indiana",Education、、、Indiana State University、、、Met、、、 · 、、、college of technology、、、Rensselaer Central High School、、、High school,,"Rensselaer, Indiana",Male
"Work、、、Miller's Ale House Lakeland、、、Manager、、、Starting on October 1, 2023、、、Lakeland, Florida、、、I do what is needed of me、、、The WingHouse Bar & Grill、、、Assistant General Manager、、、April 8, 2015 - Present、、、Tampa, Florida、、、The Club at Cheval、、、General manager、、、December 7, 2014 - Present、、、Lutz, Florida、、、The Cheesecake Factory、、、Designated Trainer、、、July 3, 2012 - November 1, 2014、、、Brandon, Florida",Education、、、University of Phoenix、、、Clinical Psychology、、、Class of 2011、、、The University of Tampa、、、College、、、Class of 2004、、、Psychology 、、、University of Tampa、、、College、、、Class of 2004、、、Psychology、、、Revere High School、、、High school、、、Class of 1998,,"East Boston, Massachusetts",Male
Work、、、DRCO、、、Van Nuys,Education、、、Marlboro/Columbia College、、、College、、、Class of 2006、、、The Academy at Swift River、、、High school、、、Class of 1999、、、Evanston Township High School、、、High school,May 4,"Evanston, Illinois",Male
"Work、、、Zimmer Biomet、、、Project Associate Manager、、、February 13, 2023 - Present、、、CANPACK US, Muncie、、、Purchaser/Buyer、、、October 11, 2021 - February 10, 2023、、、Zimmer Biomet、、、Purchasing Coordinator、、、January 7, 2019 - August 2021、、、Fastenal Company、、、Sourcing Specialist、、、September 18, 2017 - January 2019、、、Fastenal、、、Sales Support、、、2015 - 2016、、、Indianapolis, Indiana",Education、、、IUPUI、、、College、、、Class of 2016、、、Purdue University Fort Wayne、、、College、、、2011 - 2013,,"Goshen, Indiana",Male
,"Education、、、Tennessee State University、、、MSN, FNP、、、Family Nurse Practitioner、、、Class of 2012、、、 、、、 、、、Eastern Michigan University、、、Nursing、、、Class of 2004、、、2001、、、 、、、with 、、、Cynthia Ijames、、、 、、、University of Detroit Mercy、、、Liberal Studies、、、class 2001、、、 、、、 、、、Northern High School、、、High school",August 22,"Pontiac, Michigan",Female
"Work、、、Middleswarth Potato Chips、、、Route Driver、、、December 20, 2021 - Present、、、Larksville, Pennsylvania、、、Canada Dry、、、Sales Representative、、、November 12, 2018 - December 10, 2021",Education、、、Penn State、、、Business、、、Class of 2012、、、Lackawanna College、、、Liberal Studies、、、Class of 2010、、、Valley View High School、、、High school、、、Class of 2008,,"Archbald, Pennsylvania",Male
"Work、、、Restaurant Tyler、、、Executive Sous Chef、、、June 5, 2021 - Present、、、Starkville, Mississippi、、、Mississippi National Guard、、、11C - indirect fire infantry、、、December 14, 2011 - Present、、、Pontotoc, Mississippi、、、pontotoc stockyard、、、Handler、、、June 2010 - Present、、、Pontotoc, Mississippi",Education、、、Itawamba Community College、、、Crimnal Justice、、、Pontotoc High School、、、High school、、、Class of 2012,,"Jackson, Mississippi",Male
Work、、、Self-Employed,Education、、、University of West Georgia、、、College,,"Villa Rica, Georgia",Male
"Work、、、Pampered Chef、、、Consultant、、、October 13, 2019 - Present、、、Subway (restaurant)、、、Sandwich Maker、、、July 30, 2016 - February 7, 2017","Education、、、Sinclair College、、、College、、、Barton Community College、、、College、、、Class of 2020、、、Miami Valley Career Technology Center、、、High school、、、Junction City High School Project Graduation、、、High school、、、Class of 2018、、、Twin Valley South High School、、、High school、、、2012 - May 26, 2016",,"West Alexandria, Ohio",Female
"Work、、、A Little Dust of Destiny、、、Owner and Founder、、、January 6, 2020 - Present、、、Jefferson Blvd、、、Reminding you to shine bright wherever you are with a facial or wax service!",Education、、、IWU-National & Global、、、College、、、IPFW、、、Human resources、、、Ravenscroft Beauty College、、、College、、、North Side High School、、、High school,"October 7, 1983","San Antonio, Texas",Female
"Work、、、Leda & The Swan、、、March 12, 2021 to present、、、Smiths Restaurant & Bar、、、Server、、、December 17, 2017 - March 15, 2020、、、Philadelphia, Pennsylvania、、、First State Ballet Theatre、、、Company Dancer、、、August 18, 2016 - April 5, 2020、、、Wilmington, Delaware",Education、、、Homeschooled、、、High school,,"Orlando, Florida",Female
Work、、、local 33 carpenters union,"Education、、、North Shore Community College, Lynn, MA、、、College",,"Winthrop, Massachusetts",Male
"Work、、、Decatur Memorial Hospital、、、Phlebotomy Technician、、、February 15, 2022 - Present",Education、、、Meridian High School、、、High school,,"Decatur, Illinois",Female
"Work、、、The Ozarks Methodist Manor、、、Dietary Aide、、、February 2, 2017 - Present、、、Marionville, Missouri、、、Sonic Drive In of Marionville Mo.、、、Carhop/ Drive-Thru、、、September 20, 2015 - December 27, 2015",Education、、、Willard High School、、、High school、、、Reeds Spring High、、、High school、、、August 2015 - May 2016、、、Marionville High、、、High school、、、2003 - 2014,"June 7, 1997","Marionville, Missouri",Female
"Work、、、Ultra-Metric Tool Co.、、、WORKING FOREMAN/ CNC MACHINIST、、、1991 - 1998、、、Chicago, Illinois、、、MOLD MAKING FOR THE PLACTIC THERMOFORMING PLATE, CUP AND LID INDUSTRY..、、、 ",Education、、、City Colleges of Chicago、、、College、、、Champion High School、、、High school、、、Class of 1986、、、Pontiac Northern HIGH、、、High school、、、Class of 1986、、、Niles McKinley High School、、、High school、、、Class of 1985,,"Niles, Ohio",Male
"Work、、、U.S. Navy、、、June 26, 2021 - Present",Education、、、Christopher High、、、High school、、、Class of 2018,,"Gilroy, California",Male
